mnvel	errvel	time	tel
0.27	0.680085	2450605.759745	HIRES-pre
0.54	0.843466	2450606.765231	HIRES-pre
3.78	0.814706	2450609.784097	HIRES-pre
-2.11	0.997336	2450787.111944	HIRES-pre
-2.45	0.771006	2450787.120174	HIRES-pre
0.55	0.858263	2450839.100243	HIRES-pre
0.15	0.899826	2451172.009097	HIRES-pre
-0.33	0.912791	2451228.108588	HIRES-pre
-0.33	0.827156	2451310.801308	HIRES-pre
-1.13	0.899957	2451551.073067	HIRES-pre
-2.35	0.870343	2451583.02338	HIRES-pre
-0.19	0.709194	2451679.825903	HIRES-pre
-0.92	0.783963	2451702.834005	HIRES-pre
7.06	0.755751	2451703.790567	HIRES-pre
3.51	0.91202	2451704.810856	HIRES-pre
1.67	0.819391	2451705.821215	HIRES-pre
0.72	0.892879	2451706.855544	HIRES-pre
0.85	0.760208	2451900.176655	HIRES-pre
-5.79	1.025439	2451983.981782	HIRES-pre
8.93	1.150601	2452098.738183	HIRES-pre
9.94	1.007936	2452100.738356	HIRES-pre
11.73	1.149006	2452333.995556	HIRES-pre
6.69	1.010505	2452603.16	HIRES-pre
11.79	1.103667	2452652.124201	HIRES-pre
3.23	1.086654	2452680.990243	HIRES-pre
6.11	1.016098	2452711.91265	HIRES-pre
2.11	1.08287	2452712.911146	HIRES-pre
8.11	1.005266	2453018.162674	HIRES-pre
-1.59	0.847852	2453339.131678	HIRES-post
-2.33	0.91141	2453339.134977	HIRES-post
0.16	0.906518	2453340.143877	HIRES-post
2.03	0.847687	2453340.146794	HIRES-post
-3.31	0.827527	2453369.055787	HIRES-post
-2.81	0.936958	2453369.057812	HIRES-post
2.01	1.008868	2453370.053993	HIRES-post
2.33	1.020467	2453370.056644	HIRES-post
-0.81	0.892079	2453398.062616	HIRES-post
0.56	0.869106	2453398.065162	HIRES-post
1.03	0.920521	2453398.947465	HIRES-post
0.73	0.94	2453398.94963	HIRES-post
1.91	0.998971	2453401.045417	HIRES-post
3.49	1.010627	2453401.048542	HIRES-post
3.46	0.791215	2453480.777014	HIRES-post
3.35	0.780693	2453480.779294	HIRES-post
2.39	0.916997	2453546.768715	HIRES-post
3.52	0.954687	2453546.771204	HIRES-post
5.07	0.879426	2453547.746921	HIRES-post
4.95	0.900463	2453547.750637	HIRES-post
4.22	0.885892	2453548.794109	HIRES-post
3.19	0.888817	2453548.796736	HIRES-post
1.93	0.903257	2453549.782199	HIRES-post
2.21	0.882778	2453549.784722	HIRES-post
1.02	0.841694	2453550.807604	HIRES-post
-0.72	0.881082	2453550.809977	HIRES-post
-0.13	0.885691	2453551.812025	HIRES-post
0.4	0.901701	2453551.814433	HIRES-post
3.55	0.92941	2453570.77066	HIRES-post
5.39	0.948866	2453570.775856	HIRES-post
-7.98	1.579325	2453575.773333	HIRES-post
-7.48	1.14978	2453575.779051	HIRES-post
-3.41	0.908086	2453576.751076	HIRES-post
-1.57	0.827255	2453576.754479	HIRES-post
2.69	0.795661	2453693.1036	HIRES-post
3.46	0.824206	2453693.105486	HIRES-post
1.41	0.913428	2453693.107396	HIRES-post
1.4	0.776523	2453694.137141	HIRES-post
2.27	0.844356	2453694.13919	HIRES-post
1.85	0.744803	2453694.141204	HIRES-post
0.76	0.873151	2453695.116447	HIRES-post
1.16	0.941275	2453695.118785	HIRES-post
0.3	0.891654	2453695.121933	HIRES-post
2.07	0.891492	2453696.091458	HIRES-post
0.68	0.895795	2453696.093507	HIRES-post
3.51	0.887554	2453696.095532	HIRES-post
-0.39	1.007938	2453697.120162	HIRES-post
-0.01	0.909724	2453697.122523	HIRES-post
1.12	1.006137	2453697.12485	HIRES-post
2.66	0.93102	2453724.154306	HIRES-post
2.61	1.009461	2453724.158056	HIRES-post
2.48	0.985277	2453725.054664	HIRES-post
2.47	1.020446	2453725.057118	HIRES-post
0.8	1.024322	2453747.059375	HIRES-post
1.59	0.925108	2453747.965903	HIRES-post
2.0	0.954607	2453747.968843	HIRES-post
0.77	1.109627	2453748.929502	HIRES-post
0.5	1.028438	2453749.92162	HIRES-post
-1.98	1.024284	2453750.931123	HIRES-post
4.37	0.912157	2453753.08684	HIRES-post
2.82	0.887693	2453753.089016	HIRES-post
2.92	0.972459	2453754.052072	HIRES-post
2.23	0.907853	2453754.054329	HIRES-post
-1.92	0.994808	2453776.059769	HIRES-post
-0.49	0.904195	2453776.06191	HIRES-post
3.54	0.990927	2453806.841991	HIRES-post
2.67	1.018747	2453806.844745	HIRES-post
-0.73	0.911937	2454246.861343	HIRES-post
-2.55	0.927397	2454246.863264	HIRES-post
-3.03	0.964591	2454247.831759	HIRES-post
-1.57	0.887718	2454248.933021	HIRES-post
-2.7	0.982871	2454249.794387	HIRES-post
-3.06	0.920647	2454250.831389	HIRES-post
-1.82	0.953955	2454251.884931	HIRES-post
1.25	0.830373	2454255.860185	HIRES-post
0.69	0.849134	2454255.861528	HIRES-post
-3.01	0.961535	2454277.807245	HIRES-post
-2.7	0.94407	2454278.82735	HIRES-post
-1.45	0.864497	2454279.818704	HIRES-post
-4.83	1.110464	2454285.845451	HIRES-post
-0.24	0.947667	2454294.78088	HIRES-post
0.74	0.91353	2454300.751458	HIRES-post
-3.16	1.098168	2454304.7725	HIRES-post
-3.12	1.005503	2454305.769479	HIRES-post
-4.59	1.036497	2454305.771794	HIRES-post
-2.83	0.988343	2454306.77662	HIRES-post
0.08	1.05958	2454307.75191	HIRES-post
-2.0	0.934053	2454307.754954	HIRES-post
0.23	0.958551	2454308.754479	HIRES-post
-0.33	1.005746	2454308.757234	HIRES-post
-1.3	1.02279	2454309.751007	HIRES-post
0.87	0.999429	2454310.746586	HIRES-post
0.05	0.928222	2454310.748785	HIRES-post
0.61	0.981521	2454311.747303	HIRES-post
2.55	0.950424	2454312.744838	HIRES-post
-1.34	1.129809	2454313.747153	HIRES-post
-5.6	1.071496	2454314.756019	HIRES-post
1.77	0.93354	2454318.750625	HIRES-post
-0.59	1.034533	2454455.050185	HIRES-post
-0.32	1.048402	2454455.151898	HIRES-post
-0.06	1.085451	2454456.106887	HIRES-post
-2.44	1.047397	2454456.172419	HIRES-post
-5.19	1.186584	2454458.15706	HIRES-post
-5.13	1.195963	2454458.167963	HIRES-post
-5.6	1.065066	2454461.118368	HIRES-post
-2.94	1.149632	2454461.964028	HIRES-post
-0.64	0.921848	2454493.016759	HIRES-post
0.83	0.910737	2454548.01081	HIRES-post
-3.55	0.901365	2454548.938333	HIRES-post
-1.92	0.922102	2454633.806447	HIRES-post
-4.4	0.911178	2454639.757593	HIRES-post
-2.47	0.903134	2454640.769444	HIRES-post
-0.71	0.95388	2454641.820729	HIRES-post
-0.95	0.986648	2454643.794016	HIRES-post
3.53	0.940712	2454643.796285	HIRES-post
1.27	0.951673	2454643.798437	HIRES-post
-1.43	0.928814	2454778.15581	HIRES-post
-5.88	1.027538	2454779.091505	HIRES-post
-5.57	1.044006	2454779.093113	HIRES-post
-5.92	1.154226	2454779.094711	HIRES-post
-5.9	1.077345	2454780.127477	HIRES-post
-3.92	1.051668	2454780.129132	HIRES-post
-2.61	0.998194	2454780.130799	HIRES-post
2.79	1.074135	2454808.163796	HIRES-post
1.82	1.103222	2454809.131215	HIRES-post
2.88	1.111435	2454810.027998	HIRES-post
0.0	1.116183	2454839.080382	HIRES-post
1.14	0.908047	2454865.107389	HIRES-post
0.68	0.990316	2454985.869533	HIRES-post
-4.28	0.939276	2455016.800638	HIRES-post
0.74	1.106071	2455198.035309	HIRES-post
0.96	1.114826	2455198.037033	HIRES-post
-0.09	1.087974	2455198.038839	HIRES-post
-9.01	1.131595	2455311.79506	HIRES-post
-6.53	1.065759	2455311.797144	HIRES-post
-9.64	1.032415	2455311.799042	HIRES-post
-7.9	0.837782	2455312.861366	HIRES-post
-9.02	0.866758	2455312.862663	HIRES-post
-9.01	0.871057	2455312.863936	HIRES-post
-5.85	0.921623	2455313.76037	HIRES-post
-4.35	0.854682	2455313.761736	HIRES-post
-6.53	0.823484	2455313.762951	HIRES-post
-8.1	1.006913	2455314.789942	HIRES-post
-8.46	1.035315	2455314.791759	HIRES-post
-7.44	0.923051	2455314.793298	HIRES-post
-2.79	1.062558	2455319.879068	HIRES-post
-1.95	0.85576	2455319.883894	HIRES-post
-2.01	0.913398	2455319.886105	HIRES-post
-5.46	1.008375	2455339.828891	HIRES-post
-2.98	1.042494	2455342.880408	HIRES-post
-2.27	0.963848	2455342.882005	HIRES-post
-1.91	0.930647	2455342.883521	HIRES-post
0.02	0.867432	2455522.11724	HIRES-post
-0.1	0.954795	2455522.118594	HIRES-post
-0.62	0.929268	2455522.119983	HIRES-post
-2.95	1.013033	2455635.03064	HIRES-post
-0.24	1.028032	2455671.919221	HIRES-post
-0.82	0.945807	2455722.765012	HIRES-post
-4.77	0.884662	2455728.768942	HIRES-post
-6.32	0.961398	2455728.770365	HIRES-post
-5.01	1.03963	2455728.771788	HIRES-post
-2.82	1.057864	2455728.773235	HIRES-post
-5.86	0.993956	2455728.774786	HIRES-post
-6.16	1.134876	2455728.842315	HIRES-post
-2.54	1.098734	2455728.844445	HIRES-post
-2.34	1.080405	2455728.846968	HIRES-post
-1.12	1.005684	2455731.756922	HIRES-post
-5.94	0.935254	2455733.742542	HIRES-post
-4.48	1.027759	2455733.743977	HIRES-post
-3.71	1.002333	2455733.745436	HIRES-post
-4.69	0.900142	2455734.7898	HIRES-post
-5.92	0.935477	2455734.791061	HIRES-post
-3.03	0.932412	2455734.792357	HIRES-post
-2.35	1.043256	2455749.782838	HIRES-post
6.86	0.834821	2455912.093625	HIRES-post
3.86	0.978355	2455912.095755	HIRES-post
-0.64	1.029933	2456018.847367	HIRES-post
-0.66	1.06782	2456018.849034	HIRES-post
-0.2	1.100358	2456018.850746	HIRES-post
3.03	0.924354	2456024.913226	HIRES-post
2.82	0.88541	2456024.915622	HIRES-post
2.57	1.100862	2456144.729598	HIRES-post
0.56	1.171261	2456144.731253	HIRES-post
2.69	1.195817	2456144.732943	HIRES-post
0.83	1.13389	2456145.730393	HIRES-post
1.65	0.936891	2456446.777773	HIRES-post
-0.89	0.96411	2456448.808572	HIRES-post
-0.09	0.929166	2456449.793882	HIRES-post
0.05	0.868232	2456450.807442	HIRES-post
0.7	0.945943	2456451.80377	HIRES-post
0.19	0.979521	2456472.749517	HIRES-post
-0.99	0.906814	2456473.749435	HIRES-post
-2.98	0.872591	2456474.735061	HIRES-post
-4.25	0.957659	2456475.741762	HIRES-post
-0.45	0.953281	2456476.74203	HIRES-post
-3.62	0.956934	2456477.742623	HIRES-post
-0.66	1.081854	2456478.741134	HIRES-post
3.24	0.975328	2456482.743276	HIRES-post
3.44	1.017902	2456483.740773	HIRES-post
1.45	0.942166	2456484.740308	HIRES-post
1.61	0.917079	2456485.736592	HIRES-post
-0.08	0.931608	2456486.73694	HIRES-post
-0.69	0.939983	2456487.737138	HIRES-post
-1.41	0.95379	2456488.733309	HIRES-post
-2.13	0.960357	2456489.746541	HIRES-post
4.21	1.421745	2456494.739992	HIRES-post
-1.38	1.054642	2456506.724881	HIRES-post
0.45	1.156753	2456512.72653	HIRES-post
-3.63	1.143176	2456513.731761	HIRES-post
-2.47	0.98248	2456614.155137	HIRES-post
-0.35	0.872332	2456615.158096	HIRES-post
-4.37	1.05955	2456674.935309	HIRES-post
-2.61	1.178317	2456674.936721	HIRES-post
-4.41	1.167807	2456674.938156	HIRES-post
5.25	0.909207	2456676.160939	HIRES-post
7.97	0.850882	2456676.162779	HIRES-post
-3.04	0.984557	2456708.89029	HIRES-post
-1.12	0.97828	2456708.891725	HIRES-post
-2.13	1.113662	2456708.893241	HIRES-post
-5.83	0.928748	2456826.736776	HIRES-post
-6.38	0.851376	2456826.738026	HIRES-post
-4.59	0.925223	2456826.739276	HIRES-post
-7.95	0.893782	2456827.741963	HIRES-post
-4.46	0.913466	2456827.743282	HIRES-post
-6.8	0.937949	2456827.744729	HIRES-post
-5.99	1.048993	2456828.738922	HIRES-post
-5.06	1.006486	2456828.740299	HIRES-post
-7.39	0.997818	2456828.741607	HIRES-post
1.11	1.00096	2456844.735426	HIRES-post
-5.14	2.270163	2456844.742069	HIRES-post
3.39	1.061666	2456855.733401	HIRES-post
1.45	0.910741	2456855.734963	HIRES-post
4.9	0.862803	2456855.736491	HIRES-post
-1.02	0.879354	2457201.747391	HIRES-post
-1.05	0.949019	2457201.748687	HIRES-post
-0.19	0.943598	2457201.749972	HIRES-post
-0.52	1.078641	2457209.745592	HIRES-post
-0.81	0.966808	2457209.746842	HIRES-post
-1.62	0.929363	2457209.748081	HIRES-post
-0.96	1.066904	2457213.744183	HIRES-post
-2.95	1.007522	2457213.745584	HIRES-post
-0.64	1.067185	2457213.746973	HIRES-post
-0.19	1.012771	2457216.748461	HIRES-post
-2.23	0.969964	2457216.749746	HIRES-post
-0.54	0.944765	2457216.751065	HIRES-post
1.84	0.956524	2457586.732588	HIRES-post
2.59	0.918959	2457586.733815	HIRES-post
1.59	0.898484	2457586.73503	HIRES-post
-4.59	0.867815	2457718.163649	HIRES-post
-5.49	0.875213	2457718.164922	HIRES-post
-2.83	0.936135	2457718.166196	HIRES-post
-0.39	1.713013	2458439.121814	HIRES-post
-2.4	1.08017	2458491.184334	HIRES-post
-1.84	1.040212	2458491.185642	HIRES-post
-1.0	1.073314	2458491.186926	HIRES-post
-1.0	1.073314	2458491.186926	HIRES-post
-1.0	1.073314	2458491.186926	HIRES-post
-4.64	0.991457	2458491.956211	HIRES-post
1.0	1.067504	2458491.957612	HIRES-post
-1.79	1.072286	2458491.959012	HIRES-post
-1.45	1.021046	2458508.993704	HIRES-post
-2.27	1.076507	2458508.995174	HIRES-post
-3.74	1.004424	2458508.996517	HIRES-post
-1.7	1.020483	2458510.070171	HIRES-post
-1.6	1.070843	2458510.074026	HIRES-post
-4.66	1.074896	2458510.077151	HIRES-post
-2.95	1.075076	2458532.959286	HIRES-post
-4.15	0.92087	2458532.960871	HIRES-post
-2.77	0.963031	2458532.962457	HIRES-post
-3.13	1.053016	2458559.91381	HIRES-post
-4.1	1.001412	2458559.915315	HIRES-post
-4.65	1.034389	2458559.916854	HIRES-post
-1.65	0.987801	2458568.807763	HIRES-post
-3.71	1.013786	2458568.809117	HIRES-post
-3.49	1.00374	2458568.810517	HIRES-post
1.64	1.015522	2458569.815643	HIRES-post
1.2	0.979516	2458569.816893	HIRES-post
-1.26	0.956415	2458569.818166	HIRES-post
-1.56	1.018688	2458584.921227	HIRES-post
0.21	1.406408	2458584.924074	HIRES-post
-6.48	1.014871	2458610.926524	HIRES-post
-3.28	1.072256	2458610.928005	HIRES-post
-2.26	0.997798	2458615.920209	HIRES-post
-1.65	1.016806	2458615.921598	HIRES-post
0.1	0.956034	2458615.922998	HIRES-post
-1.18	1.05946	2458796.158319	HIRES-post
-1.46	1.029764	2458796.159928	HIRES-post
-1.16	1.040324	2458796.161433	HIRES-post
-3.17	1.052657	2458919.041105	HIRES-post
1.69	1.66454	2456505.689186	APF
2.42	1.582256	2456506.673181	APF
2.36	2.28985	2456735.937338	APF
5.89	2.543453	2456740.825596	APF
7.53	2.329976	2456740.919735	APF
3.13	2.300948	2456761.71314	APF
1.23	1.757792	2456938.040397	APF
4.52	1.881	2456938.051	APF
0.85	1.804528	2456942.034986	APF
0.72	1.712602	2456942.043899	APF
1.14	1.835435	2456971.00616	APF
0.64	1.877777	2456971.014482	APF
3.55	1.776076	2456972.916672	APF
1.55	1.8529	2456972.926939	APF
1.85	1.838715	2456988.972101	APF
0.52	1.932461	2456988.985539	APF
2.22	1.800275	2457016.054781	APF
3.03	1.890603	2457016.067247	APF
3.11	2.103833	2457027.056723	APF
-4.01	2.082108	2457029.008716	APF
-1.46	1.939741	2457029.017848	APF
-2.88	1.814789	2457035.035939	APF
-2.52	1.832174	2457035.043174	APF
-0.75	1.834722	2457054.895809	APF
0.67	1.70498	2457054.904478	APF
2.47	1.478051	2457123.798051	APF
2.77	1.711003	2457125.775675	APF
-1.56	1.672873	2457140.766748	APF
-3.29	1.716287	2457142.728965	APF
0.81	1.703412	2457143.690531	APF
-0.47	1.615818	2457145.747632	APF
-1.1	1.727786	2457165.69917	APF
2.98	1.484009	2457168.747007	APF
1.2	1.494268	2457170.698944	APF
0.32	1.712836	2457176.694988	APF
1.34	1.816618	2457176.717139	APF
-0.09	2.370189	2457178.68049	APF
4.17	2.567567	2457179.701086	APF
2.99	1.555062	2457179.737298	APF
2.78	1.779906	2457185.687737	APF
-0.86	1.699084	2457187.706599	APF
-2.53	1.421746	2457188.689297	APF
-1.8	1.695689	2457189.696565	APF
-0.99	1.68577	2457191.691557	APF
-0.02	2.658419	2457193.6814	APF
-0.9	2.592869	2457193.684039	APF
0.07	1.713304	2457195.689277	APF
0.32	1.866956	2457196.711468	APF
-1.55	2.61575	2457202.711836	APF
2.5	2.61356	2457202.714359	APF
1.39	1.738363	2457204.690273	APF
1.16	1.633753	2457207.688888	APF
2.01	2.116619	2457208.70794	APF
1.93	2.718503	2457211.712793	APF
-2.19	2.639522	2457211.715767	APF
-1.52	1.896485	2457215.686324	APF
-1.95	2.00296	2457217.714309	APF
3.04	1.792294	2457218.683734	APF
-3.47	2.875962	2457220.680755	APF
0.97	1.728411	2457220.683266	APF
0.68	2.172248	2457222.682688	APF
-2.79	2.1057	2457224.70371	APF
-3.82	1.804558	2457226.678825	APF
-2.06	1.890961	2457227.677182	APF
-2.04	2.059495	2457229.699907	APF
2.36	1.895714	2457232.675817	APF
-1.26	2.188264	2457233.696809	APF
-3.45	2.906382	2457235.668591	APF
-3.28	2.280939	2457235.680859	APF
-3.02	2.123373	2457238.674038	APF
-5.01	2.189596	2457318.977472	APF
0.32	1.99286	2457321.964403	APF
-4.04	2.380862	2457325.973864	APF
-8.8	2.325013	2457330.960049	APF
-3.96	2.116512	2457332.942751	APF
-3.1	1.850717	2457334.905152	APF
-3.5	1.661816	2457340.894133	APF
1.68	2.071278	2457347.884983	APF
-1.72	2.092385	2457348.862883	APF
2.19	2.46198	2457350.879626	APF
-0.98	2.643793	2457354.854008	APF
2.64	2.432528	2457354.861358	APF
-0.71	2.316696	2457356.863828	APF
1.31	1.843346	2457408.051655	APF
-2.14	1.812988	2457408.06404	APF
7.35	2.403781	2457413.9318	APF
-0.47	2.639369	2457413.934428	APF
1.7	1.739401	2457415.835416	APF
-0.31	1.743241	2457424.936544	APF
-3.21	1.758916	2457426.950051	APF
-2.41	1.516556	2457429.960073	APF
-2.06	1.981238	2457432.957756	APF
-3.67	1.818199	2457439.924608	APF
-4.38	2.9169	2457441.847293	APF
-5.27	2.936028	2457441.850047	APF
-3.47	1.549738	2457443.878119	APF
-4.37	1.603031	2457446.876454	APF
-0.53	1.705801	2457449.912727	APF
2.66	1.476348	2457465.852071	APF
0.77	1.498947	2457466.845308	APF
-0.86	2.363298	2457471.71699	APF
-1.35	1.714755	2457471.835191	APF
0.72	2.363938	2457473.724872	APF
1.5	1.905797	2457473.82327	APF
-3.1	2.626235	2457478.753609	APF
2.25	2.524406	2457478.756051	APF
-0.69	1.479096	2457480.771599	APF
1.2	2.429961	2457482.745965	APF
-1.39	1.690015	2457482.761867	APF
-6.08	2.539409	2457483.645831	APF
-3.74	2.67429	2457483.648713	APF
0.8	1.503351	2457495.695826	APF
-8.47	2.694982	2457498.745454	APF
-6.71	2.581237	2457498.748011	APF
1.43	2.666598	2457505.693071	APF
-0.69	2.055681	2457507.707922	APF
-2.13	2.5367	2457524.740984	APF
-0.42	2.58372	2457524.743703	APF
0.86	1.762904	2457525.673241	APF
2.02	1.488682	2457537.67582	APF
-2.76	1.979991	2457549.726483	APF
0.34	2.615812	2457558.705342	APF
-2.84	2.84653	2457558.708096	APF
-2.63	1.943448	2457560.706483	APF
-1.34	1.807654	2457564.770158	APF
2.01	2.202554	2457566.716521	APF
0.56	1.626917	2457569.688485	APF
1.26	2.05087	2457570.754152	APF
-0.21	1.889555	2457571.715533	APF
3.38	1.964138	2457573.689995	APF
2.55	2.669296	2457576.707161	APF
-1.17	2.781333	2457576.710274	APF
3.1	1.835002	2457581.695713	APF
4.81	2.054719	2457584.6836	APF
3.57	2.683966	2457586.681271	APF
-0.5	2.873179	2457586.684107	APF
-2.26	1.820991	2457587.684066	APF
1.23	1.675988	2457588.680289	APF
0.32	1.706121	2457591.684728	APF
-1.12	1.937348	2457669.044339	APF
-2.57	2.088175	2457684.987078	APF
-2.13	2.098846	2457687.966081	APF
-2.76	1.902779	2457696.949266	APF
-3.44	1.543679	2457700.972155	APF
-1.84	2.165532	2457701.912907	APF
-3.36	2.151473	2457702.903247	APF
-6.03	1.845329	2457703.931195	APF
-4.67	1.891388	2457705.892397	APF
-5.95	1.84252	2457717.910629	APF
-4.16	1.752818	2457742.048035	APF
-0.66	2.17832	2457744.058855	APF
-0.52	1.867083	2457750.107943	APF
-1.64	1.71614	2457752.030526	APF
-2.99	2.504657	2457780.926892	APF
-4.24	2.543815	2457780.929438	APF
-1.65	2.32956	2457783.81615	APF
-2.65	2.393746	2457783.818685	APF
-6.24	2.293591	2457783.94531	APF
-5.77	2.274571	2457783.947845	APF
-3.25	2.995117	2457796.89569	APF
1.94	1.747671	2457814.95494	APF
-0.51	1.800507	2457815.883469	APF
-4.15	1.904046	2457821.85202	APF
-2.06	2.580922	2457823.77836	APF
-4.62	2.318995	2457823.780582	APF
-3.55	1.880797	2457824.838388	APF
-5.07	2.653533	2457838.805771	APF
-4.64	2.66632	2457838.808329	APF
-3.27	1.781359	2457845.794934	APF
-5.52	2.472003	2457847.73053	APF
-2.95	2.512365	2457847.732995	APF
-0.5	2.697846	2457858.654113	APF
-4.7	2.786092	2457858.65674	APF
-0.45	1.812016	2457865.651708	APF
-2.15	2.595717	2457871.686288	APF
-0.95	2.396253	2457872.681753	APF
-3.92	2.466347	2457872.684056	APF
-2.27	2.328628	2457873.680596	APF
-5.62	2.354662	2457873.682702	APF
-2.4	2.423702	2457875.687968	APF
-6.39	2.24157	2457875.690514	APF
-3.1	1.602929	2457877.731805	APF
-2.89	2.132174	2457882.670593	APF
-2.4	1.842461	2457882.676715	APF
-0.97	2.597824	2457891.684877	APF
-1.86	2.479378	2457891.687666	APF
0.15	1.649759	2457893.674993	APF
-2.3	1.335298	2457894.677371	APF
-1.36	1.834978	2457896.699765	APF
-3.5	1.85332	2457897.694528	APF
-3.56	1.705728	2457901.697026	APF
-1.27	2.354502	2457903.68131	APF
2.59	2.64512	2457903.683972	APF
-4.73	2.531095	2457907.682274	APF
-4.99	2.220006	2457907.684554	APF
-1.08	2.53947	2457909.68164	APF
-0.61	2.19421	2457909.68392	APF
-6.85	1.812798	2457911.684873	APF
-1.45	2.436119	2457917.703482	APF
-2.09	2.59223	2457917.706225	APF
-4.71	1.937171	2457922.687942	APF
-3.66	2.681119	2457927.710065	APF
-2.54	2.578937	2457927.712739	APF
-2.39	2.48241	2457930.711022	APF
-6.11	2.627532	2457930.713603	APF
0.13	1.951318	2457931.707361	APF
3.63	2.687022	2457933.685101	APF
2.88	2.373333	2457933.687671	APF
-2.13	2.050279	2457933.693469	APF
-2.63	1.769233	2457937.691306	APF
0.52	2.143144	2457940.691525	APF
-3.74	2.695572	2457941.684332	APF
3.07	2.778043	2457941.686843	APF
0.1	2.56448	2457948.694456	APF
-4.27	2.476529	2457948.696713	APF
-1.3	1.994847	2457948.706979	APF
-5.14	2.651627	2457951.685683	APF
-3.7	2.726549	2457951.68824	APF
-4.27	1.83857	2457953.692802	APF
-2.63	1.880534	2457954.699268	APF
-1.9	2.156245	2457961.675472	APF
-5.24	2.046031	2457962.677099	APF
-1.49	1.996888	2458032.04321	APF
-2.52	2.058492	2458037.990634	APF
-2.08	2.100865	2458040.007966	APF
-1.29	1.950161	2458051.978033	APF
-0.57	2.30471	2458052.955204	APF
-5.01	2.165556	2458053.954275	APF
-2.06	1.780062	2458087.872102	APF
-0.93	1.932849	2458089.064175	APF
-5.17	1.837649	2458107.064474	APF
-5.49	2.491427	2458109.978827	APF
-3.76	2.05006	2458114.049013	APF
-3.33	2.670236	2458115.884683	APF
-5.85	2.603191	2458115.887322	APF
-3.42	2.490854	2458116.017829	APF
-8.97	2.742133	2458116.02048	APF
-4.08	1.676222	2458118.043486	APF
-4.61	1.861411	2458120.036995	APF
-1.61	1.935464	2458129.989723	APF
-4.61	2.764554	2458131.911906	APF
-4.3	2.695037	2458131.914476	APF
-2.64	1.863545	2458131.965937	APF
-2.52	1.717749	2458150.817052	APF
-1.86	1.958166	2458152.926513	APF
-7.23	2.272464	2458156.858811	APF
-10.19	2.345025	2458156.861056	APF
-4.79	2.331153	2458162.862991	APF
-4.59	2.42521	2458162.865549	APF
-2.54	2.569895	2458165.856021	APF
-5.77	2.675922	2458165.858706	APF
-1.76	1.760298	2458166.884501	APF
-4.65	2.661007	2458196.801487	APF
-8.19	2.76097	2458196.8043	APF
0.24	2.851456	2458204.755576	APF
-6.75	2.884455	2458204.758307	APF
-4.7	1.845403	2458207.725554	APF
-3.64	1.815155	2458210.760159	APF
-0.49	1.543562	2458222.932595	APF
1.13	1.334416	2458228.667777	APF
0.23	1.373344	2458228.684269	APF
2.05	1.513148	2458230.664967	APF
1.19	1.857825	2458233.666579	APF
2.03	1.940906	2458233.684379	APF
0.75	2.332777	2458240.720625	APF
1.38	2.674189	2458240.723102	APF
2.92	2.416144	2458241.859803	APF
-2.71	2.549792	2458241.86228	APF
-2.36	2.368465	2458256.689841	APF
1.83	2.45389	2458256.692109	APF
-5.47	1.790432	2458261.679152	APF
-1.55	1.731371	2458273.728306	APF
-3.79	1.407566	2458275.702941	APF
0.21	1.90716	2458283.734819	APF
-2.75	1.734939	2458285.692936	APF
-3.4	2.241649	2458288.702037	APF
-5.36	1.83267	2458288.705312	APF
-4.63	1.915321	2458289.688627	APF
-2.26	2.773871	2458291.690011	APF
-4.97	2.667112	2458291.692523	APF
-0.48	2.764267	2458294.718684	APF
0.86	2.587001	2458294.721102	APF
-2.35	2.621542	2458299.713866	APF
-0.46	2.448041	2458299.71632	APF
0.49	2.007611	2458304.693539	APF
1.81	1.842154	2458307.703867	APF
0.65	1.972935	2458308.705529	APF
-3.62	2.068158	2458311.704805	APF
-4.14	1.925718	2458314.699276	APF
-3.11	2.212864	2458318.684574	APF
-3.51	2.094733	2458320.70047	APF
1.41	1.857773	2458321.694566	APF
-5.44	2.716834	2458326.675725	APF
-1.82	2.203719	2458405.988327	APF
-4.39	2.200192	2458414.987016	APF
-5.92	1.867243	2458419.053858	APF
-4.61	1.764225	2458420.032812	APF
-3.19	2.205577	2458428.035853	APF
4.09	2.418695	2458476.079957	APF
0.34	1.901459	2458487.990455	APF
-1.57	1.919936	2458508.876616	APF
1.34	2.669932	2458512.92411	APF
-3.89	1.561574	2458557.929699	APF
-4.03	1.632459	2458574.792737	APF
-2.62	1.661794	2458606.789748	APF
-2.62	1.661794	2458606.789748	APF
-2.96	1.712722	2458606.79329	APF
-2.96	1.712722	2458606.79329	APF
0.26	1.777859	2458606.796646	APF
0.26	1.777859	2458606.796646	APF
-1.21	2.02838	2458607.810972	APF
-2.84	2.086017	2458607.814224	APF
-2.79	1.971846	2458607.817384	APF
0.94	2.54897	2458617.710241	APF
-2.82	1.628854	2458805.032462	APF
-5.94	1.739189	2458805.03781	APF
-5.14	1.692901	2458805.043215	APF
-1.06	1.752731	2458955.793681	APF
-0.92	1.707029	2458955.803449	APF
0.49	1.641386	2458955.809779	APF
