time,mnvel,errvel,inst,tel,source
2453161.92776,4.87,1.14,harps0-laliotis2023,harps0-sep,laliotis2023
2453161.9292,3.61,1.04,harps0-laliotis2023,harps0-sep,laliotis2023
2453161.93068,4.43,1.05,harps0-laliotis2023,harps0-sep,laliotis2023
2453161.93231,7.7,1.1,harps0-laliotis2023,harps0-sep,laliotis2023
2453161.93371,8.06,1.15,harps0-laliotis2023,harps0-sep,laliotis2023
2453161.93525,6.66,1.34,harps0-laliotis2023,harps0-sep,laliotis2023
2453161.9369,4.16,1.33,harps0-laliotis2023,harps0-sep,laliotis2023
2453161.93825,7.67,1.2,harps0-laliotis2023,harps0-sep,laliotis2023
2453161.93982,8.91,1.28,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.51138,3.38,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.5129,3.28,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.51441,4.22,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.51593,1.04,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.5174,5.53,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.51896,2.54,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.52049,4.94,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.52201,4.03,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.5235,5.91,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.52506,6.83,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.52654,4.26,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.52807,4.08,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.52957,6.5,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.53113,6.51,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.5326,4.2,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.53413,3.83,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.53566,3.65,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.53715,6.24,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.53867,6.2,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.54019,2.56,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.54171,1.11,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.5432,3.81,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.54474,7.18,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.54624,1.75,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.54778,-0.17,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.54929,3.77,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.5508,6.89,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.55234,3.91,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.55386,0.92,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.55538,4.17,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.55686,5.62,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.55838,0.68,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.55994,1.97,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.56144,3.55,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.56291,6.18,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.56445,2.01,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.56598,1.96,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.56751,4.25,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.56899,3.69,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.57051,2.11,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.57203,-0.61,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.57355,4.55,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.57508,5.31,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.57658,2.36,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.5781,2.5,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.57961,3.37,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.58108,2.29,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.58268,3.81,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.58416,5.15,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.58567,2.47,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.58721,2.71,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.58869,3.92,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.59018,6.52,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.59166,4.39,1.08,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.59335,3.95,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.59477,4.24,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.59634,4.16,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.59774,5.42,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.59935,3.91,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.60086,3.8,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.6023,2.85,1.06,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.60385,4.83,1.26,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.60532,3.83,1.16,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.60698,4.1,1.11,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.60841,9.43,1.29,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.60992,5.82,1.11,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.61142,2.87,1.12,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.61297,4.07,1.16,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.61451,4.63,1.15,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.61605,5.0,1.04,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.61758,4.48,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.61905,4.58,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.62054,3.9,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.62207,3.95,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.62364,3.81,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.6251,3.06,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.62663,3.42,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.62817,1.49,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.62965,3.39,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.6312,2.83,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.63268,3.08,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.63423,3.36,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.63571,3.67,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.63722,4.12,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.63876,2.77,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.64027,3.7,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.64175,1.73,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.64331,2.75,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.64481,4.67,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.64632,3.95,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.64788,0.63,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.64937,2.2,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.65087,5.33,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.65242,4.3,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.65393,1.43,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.65546,3.66,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.65698,4.41,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.6585,4.94,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.66002,5.45,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.66152,3.25,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.66304,3.32,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.66453,4.12,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.66607,5.84,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.66757,3.6,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.6691,0.53,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.67059,4.06,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.67212,2.03,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.67364,1.03,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.67516,4.42,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.67669,5.43,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.67816,2.04,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.67971,3.19,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.68121,5.41,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.68274,5.57,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.68419,4.55,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.68571,3.77,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.68727,5.69,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.68879,6.46,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.6903,3.43,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.69182,4.36,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.69332,3.24,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.69488,0.52,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.69632,4.42,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.6979,6.98,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.69937,2.93,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.70091,4.14,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.70239,4.12,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.70396,3.63,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.70545,4.96,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.707,2.06,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.7085,6.6,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.71,5.34,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.71154,3.72,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.71301,3.97,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.71456,2.66,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.7161,5.93,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.7176,4.97,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.71913,3.47,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.72063,5.4,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.72216,7.12,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.72365,6.57,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.726,-9344.8,0.7,harps0-benedict2022,harps0,benedict2022
2453162.72821,6.74,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.72979,4.31,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.73126,6.2,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.73279,5.3,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.7343,7.86,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.73581,3.9,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.73739,3.99,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.73884,8.25,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.74037,5.77,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.74192,4.79,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.74341,7.08,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.74491,2.38,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.74647,5.55,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.74793,3.76,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.74947,6.62,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.75097,5.0,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.7525,5.58,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.75405,7.7,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.75553,3.24,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.75705,3.3,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.7586,3.3,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.7601,3.72,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.76162,5.91,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.76309,0.69,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.76467,2.29,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.76614,3.86,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.76762,2.79,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.76922,4.39,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.77073,3.78,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.77221,2.61,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.77376,2.03,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.77529,2.1,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.77678,3.87,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.77827,4.0,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.77983,1.94,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.78136,3.05,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.78286,4.9,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.78438,4.91,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.78594,3.04,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.78744,2.66,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.78895,4.55,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.79047,5.69,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.79198,3.7,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.79349,3.72,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.795,4.59,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.79657,4.16,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.79803,6.67,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.79958,6.21,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.80109,3.38,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.80259,3.54,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.80409,7.92,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.80564,4.11,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.80716,0.34,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.80864,3.26,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.81019,6.79,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.81169,4.36,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.81327,1.83,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.81473,3.09,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.81628,4.33,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.81778,2.94,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.81932,1.82,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.8208,3.34,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.82233,4.31,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.82387,4.0,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.82536,1.64,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.82693,4.98,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.82839,5.9,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.82991,3.43,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.83146,1.63,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.83298,3.47,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.83448,5.8,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.83597,4.02,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.83751,1.85,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.83904,5.04,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.84054,5.05,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.84205,5.98,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.84358,3.94,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.84511,5.19,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.84661,2.94,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.84813,3.73,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.84964,5.35,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.85115,5.41,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.85267,4.02,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.8542,2.78,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.85573,5.09,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.85724,6.34,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.85874,5.23,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.86029,4.55,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.86178,5.59,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.8633,5.22,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.86479,4.29,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.86634,4.64,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.86782,6.86,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.86936,4.4,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.8709,3.53,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.87241,4.3,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.87391,5.59,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.8754,5.2,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.87696,5.58,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.87847,4.29,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.87999,4.7,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.88151,7.04,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.88305,6.25,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.88456,5.41,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.88606,7.07,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.8876,6.2,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.88911,8.71,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.89062,5.25,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.89215,4.91,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.89368,7.5,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.89519,9.75,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.8967,6.41,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.89823,6.06,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.89976,7.92,1.05,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.90128,6.15,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.90276,5.16,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.90428,5.67,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.90583,6.85,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.90733,6.09,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.90882,4.08,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.91037,8.79,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.91188,5.18,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.9134,4.55,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.91489,4.83,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.9164,4.36,1.05,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.91798,4.5,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.91947,4.54,1.05,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.92099,3.7,1.04,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.92249,3.09,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.92405,5.68,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.9255,3.9,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.92704,4.18,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.92855,7.85,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.93008,7.29,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.9316,2.99,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.93314,2.61,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.93461,7.01,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.93617,9.54,1.04,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.93769,3.35,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.9392,4.08,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.9407,9.65,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453162.94221,6.77,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.51041,2.78,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.51188,4.66,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.51341,3.56,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.51497,3.46,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.51649,5.01,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.51799,4.62,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.51947,1.35,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.52104,2.56,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.52256,3.71,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.52401,3.84,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.52553,2.05,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.52719,1.95,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.52865,2.86,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.53012,3.3,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.53167,2.48,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.53318,3.12,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.53469,3.56,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.53621,2.56,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.53774,4.93,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.53925,4.39,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.54072,3.97,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.54226,2.38,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.54381,4.56,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.54533,4.44,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.54684,4.73,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.54836,3.49,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.54995,4.58,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.55144,3.85,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.55296,4.22,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.55447,2.68,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.55599,5.96,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.55751,3.83,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.55908,3.87,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.56062,3.88,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.5621,3.48,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.56356,6.3,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.56512,1.94,0.95,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.56663,1.46,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.56817,5.02,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.56965,3.4,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.57118,1.17,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.5727,4.29,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.57428,4.74,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.57577,0.79,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.57727,3.27,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.57879,3.37,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.58031,2.87,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.58182,1.42,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.58334,3.11,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.58488,2.83,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.58637,1.8,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.58787,1.05,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.5894,2.59,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.59091,2.63,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.59241,1.96,0.94,harps0-laliotis2023,harps0-sep,laliotis2023
2453163.59394,1.88,0.93,harps0-laliotis2023,harps0-sep,laliotis2023
