,obs,name,time,mnvel,errvel,sval,cts,tel
54597,,217107,2457684.736,-106.7769373,2.4016392,,11443,apf
54598,,217107,2457687.676,159.89873475210754,2.1163373,,19144,apf
54599,,217107,2457694.666,140.47616278680752,2.0878592,,16209,apf
54600,,217107,2457698.673,-116.7546479,2.305339,,14625,apf
54601,,217107,2457700.635,21.82768693260863,3.8097346,,3723,apf
54602,,217107,2457702.658,156.10472539425382,2.11741,,30981,apf
54603,,217107,2457703.698,28.577660688735023,1.7822394,,32358,apf
54604,,217107,2457707.635,6.194116383255562,1.7775122,,29944,apf
54605,,217107,2457722.584,90.36530322069859,2.0938559,,15897,apf
54606,,217107,2457722.621,94.59138255378394,2.139885,,17975,apf
54607,,217107,2457724.64,89.18213866506284,2.1952791,,14942,apf
54608,,217107,2457727.662,-102.0676465,2.2224102,,14473,apf
54609,,217107,2457749.635,-65.24412685,2.3230493,,14937,apf
54610,,217107,2457878.01,-59.2665691,2.1800094,,16963,apf
54611,,217107,2457903.938,-53.7508564,2.4295533,,11045,apf
54612,,217107,2457909.919,94.92119703585024,2.6636178,,9698,apf
54613,,217107,2457927.871,-64.23572465,2.3691096,,14918,apf
54614,,217107,2457930.888,140.17919949166034,2.311072,,14760,apf
54615,,217107,2457931.897,6.0945082308877545,2.2809753,,19407,apf
54616,,217107,2457933.89,-117.876725,2.055718,,17572,apf
54617,,217107,2457937.865,150.2248105020724,2.2172894,,18414,apf
54618,,217107,2457954.991,-120.9418088,2.0729005,,17875,apf
54619,,217107,2457956.915,-10.70091328,2.2410703,,14612,apf
54620,,217107,2457959.943,74.88533660064336,1.8196614,,35675,apf
54621,,217107,2457962.943,-101.7034992,1.9197953,,29324,apf
54622,,217107,2457964.96,90.36710428129537,1.9330267,,31523,apf
54623,,217107,2457964.966,94.47886525840387,2.0447974,,30613,apf
54624,,217107,2457966.951,93.93949155926879,2.232081,,19906,apf
54625,,217107,2457971.963,81.40038449,2.1187122,,30318,apf
54626,,217107,2457972.974,165.4996944798843,2.297786,,30094,apf
54627,,217107,2457982.939,-99.31375538,2.303321,,18537,apf
54628,,217107,2457990.879,-116.7038223,2.1789675,,17311,apf
54629,,217107,2457991.781,-84.25646315,2.4459777,,17500,apf
54630,,217107,2457992.778,10.802386793749005,2.2420974,,17928,apf
54631,,217107,2457995.874,25.579657400865877,2.4920585,,13564,apf
54632,,217107,2457996.853,-81.4578971,1.5855144,,31376,apf
54633,,217107,2457997.867,-119.6041317,2.5137017,,15903,apf
54634,,217107,2458004.794,-117.7979482,2.080251,,30114,apf
54635,,217107,2458007.817,107.52928936208741,2.0225558,,17532,apf
54636,,217107,2458009.837,70.33035809715062,2.2101278,,16313,apf
54637,,217107,2458010.757,-48.3872902,2.1735528,,19559,apf
54638,,217107,2458010.833,-56.99150715,1.9152358,,31883,apf
54639,,217107,2458011.771,-114.3529064,2.2560546,,16198,apf
54640,,217107,2458012.796,-98.5146836,1.8253556,,25584,apf
54641,,217107,2458020.786,-33.76696889,2.1443703,,31822,apf
54642,,217107,2458021.774,69.07329082211197,1.9623237,,18584,apf
54643,,217107,2458022.806,165.70704403275403,2.2298002,,18832,apf
54644,,217107,2458024.768,-20.30089911,1.9682889,,30351,apf
54645,,217107,2458025.776,-106.8132575,2.05103,,30769,apf
54646,,217107,2458027.719,-56.57500875,2.1945171,,16972,apf
54647,,217107,2458031.77,-5.211571298,2.1239533,,17400,apf
54648,,217107,2458032.748,-99.21915835,2.0362313,,16965,apf
54649,,217107,2458039.669,-89.83866278,2.0436075,,14988,apf
54650,,217107,2458040.746,-118.4851824,1.9861745,,18765,apf
54651,,217107,2458041.683,-80.44717526,2.1311936,,16722,apf
54652,,217107,2458042.76,24.574688605889037,1.8411092,,30252,apf
54653,,217107,2458051.669,160.49351521016803,2.1306276,,17250,apf
54654,,217107,2458052.756,50.269001707233315,2.005514,,16731,apf
54655,,217107,2458053.719,-69.67180836,2.00482,,17051,apf
54656,,217107,2458088.609,17.06056384,2.1678886,,16297,apf
54657,,217107,2458094.625,152.17842851337747,1.9572799,,17146,apf
54658,,217107,2458115.648,169.3697605380998,2.02463,,15513,apf
54659,,217107,2458241.004,-96.46168491,2.450136,,12487,apf
54660,,217107,2458261.943,-112.9938024,2.5331206,,14788,apf
54661,,217107,2458267.985,-104.1976098,2.2915094,,15941,apf
54662,,217107,2458280.92,35.13643111742047,2.5418797,,14334,apf
54663,,217107,2458283.956,-86.95390658,2.1896667,,17137,apf
54664,,217107,2458285.905,113.0962513176205,2.3713777,,14819,apf
54665,,217107,2458291.891,-19.92201808,2.296848,,14452,apf
54666,,217107,2458332.925,-118.4383802,2.1297204,,17628,apf
54667,,217107,2458342.951,115.56224461617234,2.1271544,,25571,apf
54668,,217107,2458359.839,-40.39288268,2.0611238,,16488,apf
54669,,217107,2458359.846,-41.72368187,2.0412896,,17334,apf
54670,,217107,2458368.839,-117.7960813,1.9700142,,28074,apf
54671,,217107,2458369.777,-72.13323486,2.2695646,,16086,apf
54672,,217107,2458372.788,135.51967734935968,2.1294384,,14062,apf
54673,,217107,2458376.802,-74.03773793,2.1769874,,17731,apf
54674,,217107,2458378.876,145.45766579080177,1.8476154,,28204,apf
54675,,217107,2458379.776,147.76551957235648,2.0271986,,27896,apf
54676,,217107,2458381.771,-86.74193448,2.104608,,15908,apf
54677,,217107,2458381.798,-87.90387633,2.326117,,16978,apf
54678,,217107,2458387.753,41.18131004,2.3399465,,16193,apf
54679,,217107,2458389.78,-120.91544,2.136699,,15738,apf
54680,,217107,2458390.781,-88.66437851,1.9012353,,15129,apf
54681,,217107,2458398.702,-23.30147229,2.2871845,,15078,apf
54682,,217107,2458400.75,162.42669777747977,2.0208263,,17345,apf
54683,,217107,2458405.73,-33.30208373,2.1831028,,16141,apf
54684,,217107,2458410.748,-112.4958032,1.9042952,,27841,apf
54685,,217107,2458414.695,155.01105914276363,2.0977368,,26810,apf
54686,,217107,2458418.736,-112.5409786,1.8881797,,26072,apf
54687,,217107,2458419.716,-54.39428021,1.951367,,24911,apf
54688,,217107,2458637.944,-57.29267118,2.737951,,11814,apf
54689,,217107,2458660.993,-124.8219643,2.147497,,15097,apf
54690,,217107,2458665.937,0.2051543440714383,2.220076,,16546,apf
54691,,217107,2458667.961,-124.9061874,2.3035707,,12913,apf
54692,,217107,2458669.959,15.198049500949992,1.9935418,,27603,apf
54693,,217107,2458675.965,-90.06751909,2.0289376,,28049,apf
54694,,217107,2458676.823,-16.76049581,2.6130702,,11860,apf
54695,,217107,2458677.936,112.08256851726334,2.2523172,,15819,apf
54696,,217107,2458681.925,-126.7557456,2.2499483,,13981,apf
54697,,217107,2458686.802,73.37016097899709,2.6605632,,12108,apf
54698,,217107,2458688.798,-127.1233956,2.578674,,13799,apf
54699,,217107,2458690.798,-43.86300495,2.6230989,,14733,apf
54700,,217107,2458694.888,-50.00337574,2.0892124,,17750,apf
54701,,217107,2458694.891,-53.58423926,2.0954545,,17836,apf
54702,,217107,2458695.78,-118.5974851,2.4159622,,12892,apf
54703,,217107,2458715.928,-8.928413056,1.9532447,,27614,apf
54704,,217107,2458715.932,-14.19890914,1.8912994,,27001,apf
54705,,217107,2458719.884,18.21012533738535,2.2863307,,15668,apf
54706,,217107,2458723.866,-98.93491956,2.1860044,,26545,apf
54707,,217107,2458735.848,154.78836382503235,2.1110735,,13253,apf
54708,,217107,2458752.776,-113.9354228,2.2769144,,15740,apf
54709,,217107,2458761.752,-66.62205404,2.3681545,,12833,apf
54710,,217107,2458762.751,38.33330986,2.171001,,13692,apf
54711,,217107,2451005.962,-173.231842,8.079914,,8092,lick
54712,,217107,2451006.967,-160.3073273,8.869678,,5705,lick
54713,,217107,2451014.918,-124.8447571,8.63556,,5672,lick
54714,,217107,2451025.98,-61.22930527,8.239389,,7344,lick
54715,,217107,2451027.94,-153.9638367,7.5130916,,6619,lick
54716,,217107,2451049.812,-179.2245178,10.382175,,5035,lick
54717,,217107,2451075.835,-56.13780212,6.086353,,12270,lick
54718,,217107,2451075.856,-50.87076569,6.10348,,12271,lick
54719,,217107,2451075.879,-58.88739014,5.811897,,12294,lick
54720,,217107,2451077.852,-176.3479919,7.044193,,12298,lick
54721,,217107,2451077.873,-172.227356,6.246963,,11636,lick
54722,,217107,2451077.896,-160.9146271,7.4090967,,10285,lick
54723,,217107,2451078.795,-146.5252838,6.6222916,,13311,lick
54724,,217107,2451078.816,-141.6565247,6.697781,,12943,lick
54725,,217107,2451078.839,-142.8339081,6.9124713,,13122,lick
54726,,217107,2451079.695,-54.4254303,8.666674,,5931,lick
54727,,217107,2451079.74,-72.27336121,7.269245,,9106,lick
54728,,217107,2451079.833,-51.91397476,10.230934,,5015,lick
54729,,217107,2451079.856,-43.48357773,11.529459,,3566,lick
54730,,217107,2451079.878,-45.67010498,7.5122313,,7103,lick
54731,,217107,2451081.721,101.14423370361328,7.3112893,,10291,lick
54732,,217107,2451081.743,96.38379669189453,6.7987065,,11095,lick
54733,,217107,2451081.767,89.46594238,6.890581,,10823,lick
54734,,217107,2451100.745,-72.22340393,5.9128003,,4737,lick
54735,,217107,2451100.768,-64.96485138,6.459161,,3877,lick
54736,,217107,2451101.751,24.043498992919922,7.1134486,,3580,lick
54737,,217107,2451132.653,-55.18888855,8.0464525,,7511,lick
54738,,217107,2451352.964,89.53297424316406,8.648791,,7095,lick
54739,,217107,2451362.959,-124.7862549,5.439724,,23143,lick
54740,,217107,2451363.959,-84.34069061,5.5673428,,23164,lick
54741,,217107,2451364.955,10.728869438171387,5.783012,,18266,lick
54742,,217107,2451377.891,-106.4135666,6.3591666,,14907,lick
54743,,217107,2451377.913,-116.7463913,6.534463,,15101,lick
54744,,217107,2451378.936,-34.39728546,5.7293706,,14711,lick
54745,,217107,2451379.92,89.78263854980469,5.764746,,14426,lick
54746,,217107,2451379.942,87.32032012939453,6.1409655,,14697,lick
54747,,217107,2451380.922,127.46271514892578,5.781214,,14401,lick
54748,,217107,2451380.943,118.4640884399414,6.3307376,,14385,lick
54749,,217107,2451386.932,61.90666961669922,6.534795,,13083,lick
54750,,217107,2451386.953,67.79333496,6.6089797,,11727,lick
54751,,217107,2451387.858,129.35240173339844,6.4095707,,13503,lick
54752,,217107,2451387.88,135.22830200195312,5.892017,,14455,lick
54753,,217107,2451388.933,54.38992691040039,6.5225854,,13954,lick
54754,,217107,2451388.955,57.330692291259766,7.15684,,12850,lick
54755,,217107,2451389.938,-73.64267731,6.4409227,,13693,lick
54756,,217107,2451389.96,-78.82180786,6.5292287,,13157,lick
54757,,217107,2451390.991,-140.4439392,6.2592864,,11957,lick
54758,,217107,2451391.953,-115.4035187,6.5726094,,13575,lick
54759,,217107,2451391.98,-119.9903717,6.5840673,,12545,lick
54760,,217107,2451392.935,-31.10075569,6.7684355,,12826,lick
54761,,217107,2451392.957,-36.23891068,6.9390264,,12774,lick
54762,,217107,2451401.837,136.1281738,6.2867837,,13193,lick
54763,,217107,2451401.859,127.85082244873047,6.292679,,11913,lick
54764,,217107,2451402.836,93.40544128417969,6.3341174,,14397,lick
54765,,217107,2451402.858,104.03502655029297,5.7647614,,14171,lick
54766,,217107,2451403.826,-36.06352997,7.031473,,11955,lick
54767,,217107,2451403.848,-36.90174866,6.0686097,,13631,lick
54768,,217107,2451416.778,141.02896118164062,5.9047937,,20491,lick
54769,,217107,2451416.937,132.5793457,4.285045,,41852,lick
54770,,217107,2451417.883,-8.861554146,6.004808,,22866,lick
54771,,217107,2451418.779,-104.461441,6.052974,,12157,lick
54772,,217107,2451418.803,-104.578949,6.7050033,,12453,lick
54773,,217107,2451419.76,-137.1316681,7.1681614,,11825,lick
54774,,217107,2451419.782,-143.6320953,6.4137354,,12071,lick
54775,,217107,2451427.804,-109.9587097,7.047797,,12725,lick
54776,,217107,2451427.826,-110.4974136,5.9324393,,12677,lick
54777,,217107,2451428.774,-28.77288437,8.831989,,5784,lick
54778,,217107,2451428.796,-23.74562263,9.384451,,5811,lick
54779,,217107,2451429.882,98.93370056152344,7.09409,,12266,lick
54780,,217107,2451429.904,98.34861755371094,7.49797,,11627,lick
54781,,217107,2451435.861,-24.88450432,6.5653377,,14136,lick
54782,,217107,2451435.884,-29.55978584,6.180985,,13604,lick
54783,,217107,2451436.732,65.69922637939453,6.3923755,,13224,lick
54784,,217107,2451436.755,62.147987365722656,6.034299,,13034,lick
54785,,217107,2451437.711,131.28904724121094,7.651246,,8598,lick
54786,,217107,2451437.733,133.98175048828125,7.7061086,,8839,lick
54787,,217107,2451438.781,46.57080841064453,6.598986,,13874,lick
54788,,217107,2451438.804,26.666828155517578,6.0398254,,14229,lick
54789,,217107,2451439.779,-78.26026917,7.0026627,,10043,lick
54790,,217107,2451439.801,-70.25271606,7.776088,,9164,lick
54791,,217107,2451444.824,172.7197723388672,6.3203173,,36993,lick
54792,,217107,2451445.786,105.94129180908203,5.021055,,24478,lick
54793,,217107,2451446.758,-33.6320343,5.5254517,,25326,lick
54794,,217107,2451447.714,-108.9606247,5.3245716,,25125,lick
54795,,217107,2451448.746,-105.9578094,6.042948,,20221,lick
54796,,217107,2451453.812,-45.02364731,5.528193,,14240,lick
54797,,217107,2451453.834,-39.25509262,6.508098,,13688,lick
54798,,217107,2451454.708,-113.066391,6.867682,,11132,lick
54799,,217107,2451454.729,-101.727684,6.731211,,11027,lick
54800,,217107,2451468.678,-100.1727982,6.223692,,13950,lick
54801,,217107,2451468.7,-80.84022522,5.770836,,14247,lick
54802,,217107,2451477.7,-103.4767227,6.0831685,,12827,lick
54803,,217107,2451477.724,-117.4002762,6.635544,,12254,lick
54804,,217107,2451480.759,120.51252746582031,9.761938,,6265,lick
54805,,217107,2451480.782,131.54299926757812,10.240596,,5670,lick
54806,,217107,2451481.686,21.21485710144043,8.886249,,6562,lick
54807,,217107,2451481.708,20.79742431640625,10.00175,,6148,lick
54808,,217107,2451496.65,-47.49340057,6.5903087,,14671,lick
54809,,217107,2451496.669,-81.64021301,7.909568,,8128,lick
54810,,217107,2451533.587,-109.4907227,6.029628,,18472,lick
54811,,217107,2451535.582,-21.71645927,6.432964,,10869,lick
54812,,217107,2451535.592,-11.82915401,5.332921,,17427,lick
54813,,217107,2451539.636,-64.51724243,5.9457746,,17755,lick
54814,,217107,2451751.941,148.27342224121094,5.7358155,,32342,lick
54815,,217107,2451752.892,14.039163589477539,4.5812707,,38057,lick
54816,,217107,2451774.865,-42.50748062,4.383751,,42504,lick
54817,,217107,2451775.904,-88.62113953,4.5313334,,42166,lick
54818,,217107,2451802.89,-8.172556877,6.6270995,,12808,lick
54819,,217107,2451802.912,-17.33542252,6.9840093,,12584,lick
54820,,217107,2451803.905,-117.9293137,6.140221,,13805,lick
54821,,217107,2451803.928,-110.6767502,6.7049356,,9219,lick
54822,,217107,2451804.884,-110.384079,5.9090734,,13900,lick
54823,,217107,2451804.906,-111.2419357,6.5567284,,13921,lick
54824,,217107,2451823.705,71.32040405273438,5.456437,,20131,lick
54825,,217107,2451823.739,61.400333404541016,5.7865534,,20101,lick
54826,,217107,2451824.684,-45.53024673,5.1619573,,20229,lick
54827,,217107,2451824.712,-44.36112213,5.9206786,,18692,lick
54828,,217107,2451841.69,-52.1389122,6.3558393,,16187,lick
54829,,217107,2451841.72,-43.76542282,6.9596553,,15874,lick
54830,,217107,2451860.646,-64.1576004,5.4681396,,25714,lick
54831,,217107,2451865.591,165.35818481445312,6.837667,,11884,lick
54832,,217107,2451865.622,154.78001403808594,7.7969174,,11782,lick
54833,,217107,2451876.599,-82.31212616,5.9301424,,15421,lick
54834,,217107,2451876.628,-86.69235992,6.119021,,15757,lick
54835,,217107,2451905.626,-51.09731674,7.33802,,10450,lick
54836,,217107,2451905.655,-63.37819672,7.4893746,,9589,lick
54837,,217107,2451927.617,-9.548074722,5.9754643,,24745,lick
54838,,217107,2452076.971,0.1901889443397522,4.490555,,35079,lick
54839,,217107,2452104.914,-70.36735535,7.1351714,,11284,lick
54840,,217107,2452104.941,-59.68674469,6.6484513,,11479,lick
54841,,217107,2452112.925,13.557650566101074,5.4521422,,13664,lick
54842,,217107,2452120.877,98.05666351,5.6145453,,19345,lick
54843,,217107,2452121.835,177.81861877441406,4.8397484,,34661,lick
54844,,217107,2452122.893,116.08939361572266,4.339636,,35276,lick
54845,,217107,2452127.947,52.79617691040039,6.118737,,12114,lick
54846,,217107,2452136.905,136.75013732910156,6.7339716,,12642,lick
54847,,217107,2452136.933,123.10458374023438,8.352157,,7388,lick
54848,,217107,2452144.865,14.378227233886719,6.4230123,,15141,lick
54849,,217107,2452144.895,12.83255386352539,6.2857537,,14757,lick
54850,,217107,2452157.761,172.38072204589844,5.590933,,27965,lick
54851,,217107,2452159.769,-40.26810455,5.150135,,40842,lick
54852,,217107,2452160.823,-98.13278198,5.0020876,,34432,lick
54853,,217107,2452182.745,-103.7774658,5.507325,,14987,lick
54854,,217107,2452182.775,-92.45819855,6.334756,,14377,lick
54855,,217107,2452186.711,140.21224975585938,5.8605723,,13816,lick
54856,,217107,2452186.74,137.63174438476562,5.8693132,,13464,lick
54857,,217107,2452220.645,89.67599487304688,8.979565,,7578,lick
54858,,217107,2452220.674,93.48907470703125,8.334025,,8066,lick
54859,,217107,2452470.922,149.81353759765625,4.9270825,,13181,lick
54860,,217107,2452470.933,154.9920196533203,4.6965117,,39638,lick
54861,,217107,2452470.941,149.2924346923828,5.188487,,38104,lick
54862,,217107,2452491.774,119.3521957397461,6.858366,,12567,lick
54863,,217107,2452491.797,98.99748992919922,7.147333,,18043,lick
54864,,217107,2452491.819,120.57681274414062,6.862439,,12726,lick
54865,,217107,2452492.927,188.3765869140625,5.200185,,26587,lick
54866,,217107,2452493.8,58.18647003173828,4.4325323,,44019,lick
54867,,217107,2452493.84,73.89006042480469,4.1724343,,39644,lick
54868,,217107,2452493.884,28.17801284790039,5.0698447,,50611,lick
54869,,217107,2452493.933,59.81724166870117,4.423697,,51367,lick
54870,,217107,2452493.971,55.87906265258789,4.0359416,,46099,lick
54871,,217107,2452496.908,-56.03492355,8.052301,,9049,lick
54872,,217107,2452496.938,-53.77147293,9.382739,,8039,lick
54873,,217107,2452508.823,-72.13839722,5.317711,,34776,lick
54874,,217107,2452508.829,-64.5022583,4.9848747,,44129,lick
54875,,217107,2452509.814,-134.0648956,5.5573325,,39832,lick
54876,,217107,2452510.728,-138.3539886,7.096324,,11936,lick
54877,,217107,2452510.75,-142.9759064,7.654315,,12910,lick
54878,,217107,2452510.772,-124.8152161,6.3508606,,12643,lick
54879,,217107,2452511.827,-16.76913834,3.7538722,,43222,lick
54880,,217107,2452512.817,120.31315612792969,3.6084275,,32026,lick
54881,,217107,2452535.741,161.9393310546875,4.7731247,,25642,lick
54882,,217107,2452535.761,165.3197784423828,4.6781774,,73704,lick
54883,,217107,2452657.62,54.217872619628906,5.599155,,10324,lick
54884,,217107,2452657.643,54.962745666503906,6.864171,,7768,lick
54885,,217107,2452659.616,-101.2263565,4.968955,,13603,lick
54886,,217107,2452659.639,-105.2236023,5.74165,,11995,lick
54887,,217107,2452659.661,-120.2080154,6.7665544,,9204,lick
54888,,217107,2452813.98,123.81880187988281,5.6111794,,17212,lick
54889,,217107,2452813.987,126.53903198242188,5.043885,,17220,lick
54890,,217107,2452831.962,-73.90116119,4.355551,,54441,lick
54891,,217107,2452831.974,-72.96968842,4.6949973,,53673,lick
54892,,217107,2452834.943,174.38502502441406,4.158774,,51142,lick
54893,,217107,2452834.953,159.7602539,4.055817,,50880,lick
54894,,217107,2452855.869,175.01287841796875,5.7209196,,12234,lick
54895,,217107,2452855.892,189.92587280273438,5.630383,,13181,lick
54896,,217107,2452855.914,185.62127685546875,5.3380613,,13499,lick
54897,,217107,2452889.866,12.892984390258789,5.7107625,,13827,lick
54898,,217107,2452889.89,9.224595069885254,5.7118616,,13718,lick
54899,,217107,2452889.912,7.304517746,5.642765,,13643,lick
54900,,217107,2452891.663,164.6537628173828,6.883569,,9060,lick
54901,,217107,2452891.684,177.39569091796875,9.489443,,5977,lick
54902,,217107,2452891.735,146.36126708984375,7.7288976,,11282,lick
54903,,217107,2452891.758,150.75889587402344,5.8246665,,13478,lick
54904,,217107,2452893.861,-41.45435715,4.646765,,26791,lick
54905,,217107,2452894.773,-84.95813751,4.5239677,,19935,lick
54906,,217107,2452895.807,-62.38920975,4.3648357,,20301,lick
54907,,217107,2452897.77,96.95044708251953,4.115006,,66163,lick
54908,,217107,2452991.628,175.29945373535156,4.0990925,,49405,lick
54909,,217107,2453210.994,65.43306732177734,3.7077625,,40722,lick
54910,,217107,2453211.978,153.4522705078125,4.7124844,,40485,lick
54911,,217107,2453212.896,138.0704345703125,4.355323,,37773,lick
54912,,217107,2453220.899,34.197914123535156,6.6363025,,6415,lick
54913,,217107,2453220.923,19.926973342895508,7.2044134,,6191,lick
54914,,217107,2453236.875,-128.7592163,5.628846,,9343,lick
54915,,217107,2453236.897,-113.4286575,5.740552,,10120,lick
54916,,217107,2453236.92,-123.7314148,5.167556,,10636,lick
54917,,217107,2453238.865,-8.299708366,5.3419905,,9623,lick
54918,,217107,2453238.888,-33.5306282,5.7311444,,9797,lick
54919,,217107,2453238.909,-23.60514069,7.0079446,,4413,lick
54920,,217107,2453250.938,-91.1528244,5.0734653,,26838,lick
54921,,217107,2453251.931,-78.85299683,5.9203863,,11286,lick
54922,,217107,2453251.94,-80.13076782,6.066908,,9848,lick
54923,,217107,2453282.762,114.98593139648438,4.8963494,,27806,lick
54924,,217107,2453867.997,171.95223999023438,4.3677893,,39227,lick
54925,,217107,2453953.88,136.83587646484375,4.967372,,32785,lick
54926,,217107,2453955.885,-72.60006714,4.1803665,,30631,lick
54927,,217107,2453957.83,-76.83955383,4.5481906,,27426,lick
54928,,217107,2454310.911,69.66946411132812,4.348186,,28938,lick
54929,,217107,2454339.883,15.213031768798828,4.095015,,59438,lick
54930,,217107,2454427.639,-114.1037521,4.06922,,29439,lick
54931,,217107,2454674.906,-27.14264679,5.255211,,13775,lick
54932,,217107,2454674.929,-34.73514175,5.0877895,,13701,lick
54933,,217107,2454674.951,-23.81233025,4.8872366,,13648,lick
54934,,217107,2454674.974,-41.057621,4.8123417,,13618,lick
54935,,217107,2454784.618,-105.0531921,4.698358,,18206,lick
54936,,217107,2454785.621,-26.00212479,6.3204618,,8429,lick
