time,mnvel,errvel,inst,tel,source
2455722.066459,9.9,1.11,hiresj-hirsch2021,hiresj,hirsch2021
2455722.06927,8.91,2.23,hiresj-butler2017,hiresj,butler2017
2455722.071275,13.47,1.832747,hiresj-callegacy,hiresj,callegacy
2455722.85809,5.73,1.57,hiresj-butler2017,hiresj,butler2017
2455722.860086,6.64,1.215501,hiresj-callegacy,hiresj,callegacy
2455749.95103,6.22,1.28,hiresj-butler2017,hiresj,butler2017
2455749.952558,10.97,1.097926,hiresj-callegacy,hiresj,callegacy
2455749.954607,10.2,1.048545,hiresj-callegacy,hiresj,callegacy
2455749.95654,12.04,1.056853,hiresj-callegacy,hiresj,callegacy
2455750.027787,10.83,0.59,hiresj-hirsch2021,hiresj,hirsch2021
2455750.95616,4.97,1.18,hiresj-butler2017,hiresj,butler2017
2455750.957662,10.45,1.146424,hiresj-callegacy,hiresj,callegacy
2455761.76012,5.4,1.51,hiresj-butler2017,hiresj,butler2017
2455761.761335,11.55,1.19,hiresj-hirsch2021,hiresj,hirsch2021
2455781.729958,8.05,1.029149,hiresj-callegacy,hiresj,callegacy
2455808.730851,9.98,1.17,hiresj-hirsch2021,hiresj,hirsch2021
2455824.836842,6.61,1.106496,hiresj-callegacy,hiresj,callegacy
2455824.837877,6.49,0.75,hiresj-hirsch2021,hiresj,hirsch2021
2455825.714902,6.65,0.58,hiresj-hirsch2021,hiresj,hirsch2021
2455825.786685,7.22,0.98716,hiresj-callegacy,hiresj,callegacy
2455825.788097,7.74,1.06611,hiresj-callegacy,hiresj,callegacy
2455825.789555,6.37,1.00841,hiresj-callegacy,hiresj,callegacy
2455839.778254,7.44,1.105733,hiresj-callegacy,hiresj,callegacy
2455839.779828,8.37,1.087659,hiresj-callegacy,hiresj,callegacy
2455839.781483,6.31,1.143018,hiresj-callegacy,hiresj,callegacy
2455839.7828,-0.3,1.23,hiresj-butler2017,hiresj,butler2017
2455839.853125,7.61,0.63,hiresj-hirsch2021,hiresj,hirsch2021
2455840.669438,6.12,0.64,hiresj-hirsch2021,hiresj,hirsch2021
2455840.814222,3.47,1.09306,hiresj-callegacy,hiresj,callegacy
2455840.81557,-1.12,1.15,hiresj-butler2017,hiresj,butler2017
2455840.817532,7.03,1.127091,hiresj-callegacy,hiresj,callegacy
2455840.81888,1.58,1.24,hiresj-butler2017,hiresj,butler2017
2455850.730914,6.02,1.16,hiresj-hirsch2021,hiresj,hirsch2021
2455850.7325,5.16,1.34,hiresj-butler2017,hiresj,butler2017
2455961.177544,4.03,1.337254,hiresj-callegacy,hiresj,callegacy
2455971.055872,3.51,0.68,hiresj-hirsch2021,hiresj,hirsch2021
2455971.127671,3.57,1.215384,hiresj-callegacy,hiresj,callegacy
2455971.129095,4.86,1.143403,hiresj-callegacy,hiresj,callegacy
2455971.130599,2.17,1.123344,hiresj-callegacy,hiresj,callegacy
2455973.168403,1.21,1.23,hiresj-hirsch2021,hiresj,hirsch2021
2455991.163569,1.61,1.41,hiresj-hirsch2021,hiresj,hirsch2021
2456024.888763,6.75,0.72,hiresj-hirsch2021,hiresj,hirsch2021
2456025.02888,0.5,1.54,hiresj-butler2017,hiresj,butler2017
2456025.030365,4.25,1.273864,hiresj-callegacy,hiresj,callegacy
2456025.03197,-0.67,1.57,hiresj-butler2017,hiresj,butler2017
2456025.033455,4.5,1.257536,hiresj-callegacy,hiresj,callegacy
2456025.04006,1.77,1.52,hiresj-butler2017,hiresj,butler2017
2456025.041545,8.04,1.195171,hiresj-callegacy,hiresj,callegacy
2456115.73962,4.97,1.49,hiresj-butler2017,hiresj,butler2017
2456115.741134,2.07,1.18,hiresj-hirsch2021,hiresj,hirsch2021
2456117.771175,-1.36,0.56,hiresj-hirsch2021,hiresj,hirsch2021
2456117.91476,-7.13,1.32,hiresj-butler2017,hiresj,butler2017
2456117.916219,-1.48,1.013057,hiresj-callegacy,hiresj,callegacy
2456117.917573,-1.99,0.979505,hiresj-callegacy,hiresj,callegacy
2456117.918881,-1.52,1.050878,hiresj-callegacy,hiresj,callegacy
2456168.836435,-2.84,1.148096,hiresj-callegacy,hiresj,callegacy
2456168.837875,-3.27,0.63,hiresj-hirsch2021,hiresj,hirsch2021
2456168.839201,-4.3,1.146651,hiresj-callegacy,hiresj,callegacy
2456174.711833,-0.04,1.19,hiresj-hirsch2021,hiresj,hirsch2021
2456320.180563,-1.31,1.21,hiresj-hirsch2021,hiresj,hirsch2021
2456326.18213,-6.77,1.17,hiresj-hirsch2021,hiresj,hirsch2021
2456449.12188,-11.92,1.55,hiresj-butler2017,hiresj,butler2017
2456449.123909,-10.04,1.395286,hiresj-callegacy,hiresj,callegacy
2456486.75024,-16.84,1.46,hiresj-butler2017,hiresj,butler2017
2456486.751613,-12.01,1.125863,hiresj-callegacy,hiresj,callegacy
2456588.689362,-20.78,1.25,hiresj-hirsch2021,hiresj,hirsch2021
2456588.6911,-20.4,1.64,hiresj-butler2017,hiresj,butler2017
2456710.165591,-17.23,1.243469,hiresj-callegacy,hiresj,callegacy
2456845.878504,-17.77,1.187356,hiresj-callegacy,hiresj,callegacy
2456850.740304,-20.93,1.19,hiresj-hirsch2021,hiresj,hirsch2021
2456910.791747,-18.92,1.206583,hiresj-callegacy,hiresj,callegacy
2457058.177933,-23.34,1.187535,hiresj-callegacy,hiresj,callegacy
2457211.956111,-14.67,1.15,hiresj-hirsch2021,hiresj,hirsch2021
2457214.052333,-23.81,1.330424,hiresj-callegacy,hiresj,callegacy
2457594.847512,-10.89,1.33,hiresj-hirsch2021,hiresj,hirsch2021
2457633.830869,-18.31,1.33,hiresj-hirsch2021,hiresj,hirsch2021
2457794.181214,-6.95,1.26595,hiresj-callegacy,hiresj,callegacy
2457963.822153,3.62,1.247735,hiresj-callegacy,hiresj,callegacy
2458263.12536,0.13,1.24,hiresj-hirsch2021,hiresj,hirsch2021
2458346.829431,3.48,1.230582,hiresj-callegacy,hiresj,callegacy
2458393.700937,8.95,1.189621,hiresj-callegacy,hiresj,callegacy
2458509.178861,5.27,1.336918,hiresj-callegacy,hiresj,callegacy
2458648.883121,6.7,1.165615,hiresj-callegacy,hiresj,callegacy
2458724.737913,5.55,1.06,hiresj-hirsch2021,hiresj,hirsch2021
2458787.684715,6.47,1.32,hiresj-hirsch2021,hiresj,hirsch2021
2458794.688714,5.22,1.316094,hiresj-callegacy,hiresj,callegacy
2458917.034373,2.86,1.402269,hiresj-callegacy,hiresj,callegacy
